Wed Mar 12 13:46:48 2025    cnv_purple_profile

         506475981 function calls (494362664 primitive calls) in 691.605 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      408    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/themes/themeable.py:177(rcParams)
        2    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/selectors.py:348(__init__)
       64    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/dataclasses.py:510(_init_param)
       92    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/patches.py:2416(__init__)
        2    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/colors.py:1011(__init__)
        2    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/inspect.py:1990(_signature_is_builtin)
       98    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/cbook.py:123(__call__)
        2    0.000    0.000    0.000    0.000 /u/ibancarz/git/djerba/src/lib/djerba/core/configure.py:462(set_my_param)
       12    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1487(dtype_is_implied)
       16    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/layer.py:261(<dictcomp>)
        4    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/computation/eval.py:30(_check_engine)
       92    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/logging/__init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/codecs.py:1071(<dictcomp>)
       16    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/lets_plot/plot/core.py:823(_merge_dicts_recursively)
       16    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/positions/position.py:38(setup_params)
       20    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/functools.py:65(wraps)
      102    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/jsonschema/_utils.py:156(uniq)
       18    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.generic' objects}
        7    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/configparser.py:670(options)
       18    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/weakref.py:511(update)
      166    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       38    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/pyparser.py:50(__init__)
       48    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/colors.py:357(<genexpr>)
      128    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/generic.py:1793(<genexpr>)
        6    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/apply.py:516(<listcomp>)
      141    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/dataclasses.py:426(<genexpr>)
        4    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/lets_plot/plot/core.py:758(__init__)
        1    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_mixed.py:1(<module>)
      196    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/patches.py:4011(get_mutation_scale)
       46    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/inspect.py:2962(<genexpr>)
        6    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_svg.py:114(__init__)
       14    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/util.py:145(__init__)
      130    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/_collections_abc.py:315(__subclasshook__)
       44    0.000    0.000    0.000    0.000 {method 'translate' of 'cairo.Context' objects}
      128    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1473(<genexpr>)
       40    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/_collections_abc.py:283(__subclasshook__)
      142    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/_mpl/ticker.py:1(<module>)
       96    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/scales/range.py:21(reset)
       10    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/_internal.py:941(npy_ctypes_check)
       12    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/apply.py:1799(_make_unique_kwarg_list)
        1    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/typing_extensions.py:2989(_collect_type_vars)
       64    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/parsetree.py:27(exception_kwargs)
        8    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/selectors.py:21(_fileobj_to_fd)
      128    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/lines.py:902(get_drawstyle)
      238    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x14fc296903a0}
        2    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/unittest/suite.py:54(addTests)
       10    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/concat.py:503(_dtype_to_na_value)
       50    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/managers.py:553(nblocks)
       34    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/groupby/ops.py:284(_get_result_dtype)
       16    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/lets_plot/plot/guide.py:114(guides)
       30    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:7718(<listcomp>)
       90    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/sre_compile.py:477(_get_iscased)
       34    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      168    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/markers.py:336(get_path)
      128    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/markers.py:355(get_alt_path)
       50    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/lines.py:79(<listcomp>)
      100    0.000    0.000    0.000    0.000 {method 'set_antialias' of 'cairo.FontOptions' objects}
       58    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/multi.py:1571(_get_names)
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        6    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backend_bases.py:3508(draw_if_interactive)
        8    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/rcsetup.py:102(<listcomp>)
        4    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/scales/scales.py:290(add_missing)
      120    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/dataclasses.py:660(_is_kw_only)
        7    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/argparse.py:906(__init__)
        8    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/reshape/merge.py:2680(_any)
       12    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/selectors.py:276(_key_from_fd)
        8    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/themes/themeable.py:553(apply_figure)
       64    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/scales/scales.py:60(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'rpds.HashTrieMap' objects}
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       20    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/dataclasses.py:388(<listcomp>)
       10    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/zipfile.py:749(close)
       24    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/groupby/generic.py:353(<genexpr>)
       16    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:3219(_dti_setop_align_tzs)
       44    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:885(<dictcomp>)
        9    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:1639(set_aspect)
       40    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/collections.py:215(set_paths)
        8    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:4201(_convert_slice_indexer)
       24    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/rcsetup.py:382(validate_fontsize)
       32    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/dataclasses.py:1206(_is_dataclass_instance)
        4    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/selectors.py:248(unregister)
       10    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/concat.py:236(_is_homogeneous_mgr)
        1    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/enum.py:1026(_decompose)
       98    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       80    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/multi.py:1046(nlevels)
        1    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/pathlib.py:1285(exists)
      200    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       44    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_svg.py:1035(_adjust_char_id)
       22    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       14    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/parsers/readers.py:2056(_clean_na_values)
        1    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/unittest/runner.py:156(_makeResult)
       84    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2245(_clip_dispatcher)
       48    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/computation/expr.py:754(__init__)
       20    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:5607(<genexpr>)
        2    0.000    0.000    0.000    0.000 /u/ibancarz/git/djerba/src/lib/djerba/core/render.py:48(_order_components)
       14    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/parsers/c_parser_wrapper.py:212(<dictcomp>)
       16    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/computation/ops.py:215(__init__)
       13    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/_api/__init__.py:54(__get__)
        6    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:99(get_active)
        2    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/computation/expr.py:551(visit_Constant)
      114    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2023(_nonzero_dispatcher)
        6    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/argparse.py:941(__init__)
     10/8    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/computation/ops.py:248(is_scalar)
       32    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/argparse.py:1367(_registry_get)
       33    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/urllib3/packages/six.py:190(find_spec)
        2    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/inspect.py:2002(_signature_is_functionlike)
        4    0.000    0.000    0.000    0.000 /u/ibancarz/git/djerba/src/lib/djerba/util/oncokb/cache.py:38(__str__)
       58    0.000    0.000    0.000    0.000 {method 'readline' of '_io.StringIO' objects}
      236    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/parsetree.py:36(get_children)
      124    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       14    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/formats/format.py:582(_calc_max_cols_fitted)
       14    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/parsers/base_parser.py:1426(_validate_parse_dates_arg)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      146    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:1557(<genexpr>)
        5    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/posixpath.py:140(basename)
      134    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2983(_ptp_dispatcher)
        4    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/facets/facet.py:436(_aspect_ratio)
       16    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexing.py:982(<genexpr>)
        2    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/lets_plot/plot/scale.py:1524(scale_color_gradientn)
        8    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:675(<listcomp>)
       50    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/formats/csvs.py:101(na_rep)
        3    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/weakref.py:569(__init__)
        9    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/typing.py:986(__setattr__)
       54    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/tokenize.py:614(generate_tokens)
       34    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/groupby/ops.py:125(__init__)
        2    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/collections.py:2233(__init__)
       16    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/layer.py:241(_make_layer_environments)
        8    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/scales/scales.py:87(x)
       92    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/iapi.py:203(is_right)
        8    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/_collections_abc.py:831(keys)
       44    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:2667(use_sticky_edges)
       16    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/layer.py:74(__init__)
       30    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/argparse.py:1580(_check_conflict)
        8    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/scales/scales.py:94(y)
       35    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/logging/__init__.py:1261(append)
        1    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/unittest/runner.py:58(addSuccess)
       14    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/formats/format.py:550(_initialize_columns)
        6    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:676(get_masked_subclass)
       36    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backend_bases.py:1730(<lambda>)
       10    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/groupby/ops.py:696(names)
       55    0.000    0.000    0.000    0.000 /u/ibancarz/git/djerba/src/lib/djerba/core/base.py:19(_is_null)
       10    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/dataclasses.py:1015(<listcomp>)
        4    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/generic.py:1740(_is_level_reference)
       26    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/urllib/parse.py:644(unquote)
       52    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       90    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:1140(_argsort_dispatcher)
       15    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/parsetree.py:105(is_ternary)
       12    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_svg.py:708(<dictcomp>)
       66    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/generic.py:12199(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
        7    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/mako/parsetree.py:52(__init__)
        4    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/ma/core.py:308(_extremum_fill_value)
        6    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/figure.py:79(__init__)
       28    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
       12    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/selectors.py:67(__len__)
        1    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/python-3.10.6/lib/python3.10/unittest/runner.py:37(__init__)
      186    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/gridspec.py:69(<lambda>)
       14    0.000    0.000    0.000    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/io/formats/csvs.py:139(_get_index_label_flat)
